latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
7.31652,-0.43747,336.3,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,294.9,2.6,D
7.26822,-0.75891,337.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,296.9,18.5,D
7.25827,-0.82494,338.6,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,299.8,6,D
7.36641,-0.12678,333.7,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,294.3,2.9,D
7.32617,-0.39576,330.3,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,293.4,3,D
7.32564,-0.39928,337.3,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,295.7,3,D
7.27153,-0.75941,353,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,305.1,18.5,D
7.271,-0.76289,338.9,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,303,18.5,D
7.25215,-0.88791,340.7,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,294,6.7,D
7.25163,-0.89138,334.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,293.7,4.2,D
8.11586,5.05031,330.8,0.49,0.49,2021-01-01,1324,1,low,2.0NRT,301.7,3.4,D
7.81507,2.91593,337.1,0.53,0.42,2021-01-01,1324,1,low,2.0NRT,309.8,6.8,D
7.52916,0.94751,346.1,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,301.9,4.6,D
6.87705,-3.35278,332.1,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,291.5,2.4,D
7.53263,0.947,338.3,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,303.9,4.6,D
7.3323,-0.40028,335.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,293.6,7.7,D
7.27448,-0.78474,347,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,301.9,7.4,D
8.14941,5.22615,335.5,0.51,0.49,2021-01-01,1324,1,nominal,2.0NRT,302.1,3.7,D
7.27779,-0.78524,343.2,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,301,4.1,D
7.27464,-0.8061,337.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,297.6,8.6,D
7.27412,-0.80958,342,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,298.2,5.8,D
7.34969,-0.35249,332.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,293.5,2.7,D
7.34916,-0.35602,335.5,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,293.5,2.8,D
7.34705,-0.3701,336.3,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,294.7,3.5,D
7.55503,1.00267,332.6,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,302.9,3.5,D
7.35355,-0.34946,339.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,295.3,2.7,D
7.35196,-0.36004,336.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,293.6,2.8,D
7.34033,-0.43745,338.7,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,297.5,2.6,D
8.14454,5.06012,340.5,0.49,0.49,2021-01-01,1324,1,nominal,2.0NRT,303.7,6.5,D
7.83751,2.90774,336.3,0.53,0.42,2021-01-01,1324,1,low,2.0NRT,307.2,2.9,D
7.35741,-0.34644,333.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,295.8,3.7,D
7.35477,-0.36406,333.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,293.9,4.4,D
7.35863,-0.36105,340.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,294.3,8.8,D
7.36461,-0.34392,332.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,295.7,3,D
7.36354,-0.35098,346.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,296.9,7.9,D
8.57178,8.05102,330.6,0.4,0.6,2021-01-01,1324,1,low,2.0NRT,304,1.8,D
7.72863,2.03096,330.3,0.48,0.4,2021-01-01,1324,1,low,2.0NRT,305.1,2.1,D
7.37301,-0.35601,338.3,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,294.6,3.1,D
7.7323,2.03043,339.6,0.48,0.4,2021-01-01,1324,1,nominal,2.0NRT,306.4,6.3,D
7.37634,-0.35651,339.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,296.2,4.7,D
7.26383,-1.12343,338.2,0.38,0.36,2021-01-01,1324,1,nominal,2.0NRT,295,2.7,D
7.3485,-0.58659,334.2,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,295.1,2.2,D
7.73231,2.03093,345.4,0.48,0.4,2021-01-01,1324,1,nominal,2.0NRT,306.1,8.2,D
7.56471,0.85963,344.3,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,303.8,5.3,D
7.56195,0.84065,340.4,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,304.5,4.8,D
7.56541,0.84012,341.2,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,301.6,2.9,D
7.78879,2.35071,343.3,0.5,0.41,2021-01-01,1324,1,low,2.0NRT,313.7,36,D
7.36248,-0.60655,341.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,298.3,4.2,D
8.1486,4.8991,334.7,0.48,0.48,2021-01-01,1324,1,nominal,2.0NRT,300.7,3.5,D
7.60447,1.01177,349.5,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,307.4,8.5,D
7.46385,0.05199,332.5,0.4,0.37,2021-01-01,1324,1,low,2.0NRT,304.6,3.3,D
7.36789,-0.59307,335.2,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,296.6,2.8,D
7.36737,-0.59656,330.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,295.2,2.1,D
7.36632,-0.60355,346.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,298.2,4,D
7.41426,-0.30529,367,0.39,0.36,2021-01-01,1324,1,high,2.0NRT,299.3,6.8,D
7.63239,1.1797,337.3,0.44,0.38,2021-01-01,1324,1,low,2.0NRT,311.7,2.8,D
7.41479,-0.30176,330,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,296.9,6.8,D
7.41373,-0.30883,331.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,299.9,9.8,D
7.37173,-0.59008,335.2,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,296.8,2.8,D
7.37121,-0.59357,344.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,297.3,2.8,D
7.8565,2.72154,335.9,0.52,0.42,2021-01-01,1324,1,low,2.0NRT,308.8,5.6,D
7.74382,1.92838,338.7,0.47,0.4,2021-01-01,1324,1,nominal,2.0NRT,304.2,3.5,D
7.62607,1.11148,335.9,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,307.5,4.2,D
7.62432,1.09937,339,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,305.7,3.6,D
7.4176,-0.30579,346.9,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,297.2,10,D
7.30882,-1.05335,335.4,0.38,0.36,2021-01-01,1324,1,nominal,2.0NRT,298.2,6.7,D
8.58683,8.07992,335.6,0.4,0.6,2021-01-01,1324,1,nominal,2.0NRT,302,3.7,D
7.61726,1.00192,331.9,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,303.5,3.2,D
7.62131,1.00533,341.8,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,302.2,3.2,D
7.62075,1.0015,330.5,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,302.6,3.2,D
7.3969,-0.55808,355.9,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,292.5,11.5,D
7.39917,-0.56557,340.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,292.8,4.1,D
7.39864,-0.56907,342.7,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,292.8,4.1,D
7.39812,-0.57257,337.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,292.9,18.9,D
7.40197,-0.56957,331.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,294.3,4.1,D
7.40144,-0.57307,343.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,301.6,18.9,D
7.36998,-0.78237,346.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,304.9,17.8,D
7.78535,2.00983,334.4,0.48,0.4,2021-01-01,1324,1,nominal,2.0NRT,304.2,4.6,D
7.37329,-0.78287,340.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,301.9,7.7,D
8.22977,5.12797,336.4,0.5,0.49,2021-01-01,1324,1,nominal,2.0NRT,301.3,4.1,D
7.85296,2.45261,336.3,0.5,0.41,2021-01-01,1324,1,low,2.0NRT,311,6.2,D
7.82634,2.26769,340,0.49,0.4,2021-01-01,1324,1,low,2.0NRT,311.8,2.8,D
7.36194,-0.88064,331.2,0.39,0.36,2021-01-01,1324,1,low,2.0NRT,301.5,1.2,D
7.54846,0.34353,331.2,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,299.5,3,D
7.54791,0.33983,330.9,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,299.1,2.9,D
7.36577,-0.87767,334.7,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,302,1.2,D
7.22757,-1.78786,334.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,298.6,2.5,D
7.22704,-1.79134,335.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,299.4,2.5,D
8.48829,6.95663,345.3,0.34,0.56,2021-01-01,1324,1,nominal,2.0NRT,304.1,4,D
8.48789,6.95362,350.2,0.34,0.56,2021-01-01,1324,1,nominal,2.0NRT,306.7,4,D
8.23742,5.11706,333.9,0.5,0.49,2021-01-01,1324,1,nominal,2.0NRT,298.8,2.9,D
7.63319,0.89296,338.5,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,303,6.8,D
7.55129,0.33925,331.7,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,301.4,2.9,D
7.41841,-0.55055,337.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,295.2,7.9,D
7.41788,-0.55405,340.2,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,297.6,9.6,D
7.23035,-1.79185,334.5,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,300,2.5,D
8.52773,7.21158,331.3,0.35,0.57,2021-01-01,1324,1,low,2.0NRT,303.3,1.7,D
7.33918,-1.14296,339.9,0.38,0.36,2021-01-01,1324,1,nominal,2.0NRT,296.7,5.2,D
7.37497,-0.92876,353.7,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,303.9,11,D
7.37445,-0.93222,336.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,302.8,3.7,D
7.66579,0.99371,332.3,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,303.9,2.4,D
7.43449,-0.55654,332.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,297.1,3,D
7.43344,-0.56355,333.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,294.8,2.6,D
7.43291,-0.56704,332.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,295.7,2.6,D
7.39768,-0.80078,339.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,302.9,1.4,D
7.65679,0.90889,342.9,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,308.2,5.6,D
7.43676,-0.56405,332.7,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,296.8,2.6,D
8.88855,9.68113,337,0.52,0.67,2021-01-01,1324,1,low,2.0NRT,309.9,2.9,D
8.5909,7.44208,330.3,0.36,0.58,2021-01-01,1324,1,low,2.0NRT,302.7,2.4,D
7.6844,1.07123,336.9,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,302.1,3,D
7.66079,0.91202,340.4,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,303.2,2.3,D
7.66022,0.9082,332.1,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,302.1,2.3,D
7.41691,-0.71821,344.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,298.3,3.8,D
7.6844,1.04721,333.1,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,302.9,4,D
7.66424,0.91142,330.1,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,302.5,2.3,D
7.42023,-0.71871,342,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,299.7,3.8,D
7.31915,-1.40869,334.6,0.38,0.36,2021-01-01,1324,1,nominal,2.0NRT,299.4,4.4,D
7.31862,-1.41215,341.8,0.38,0.36,2021-01-01,1324,1,nominal,2.0NRT,301.5,5,D
7.73017,1.30734,336.6,0.44,0.39,2021-01-01,1324,1,low,2.0NRT,310.3,3.8,D
7.91927,2.56489,335.3,0.51,0.41,2021-01-01,1324,1,low,2.0NRT,310.1,2.6,D
7.69785,1.06568,331.9,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,305.5,3.2,D
7.69915,1.06547,334.8,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,307.6,3.4,D
7.35591,-1.28062,332.1,0.38,0.36,2021-01-01,1324,1,low,2.0NRT,302.4,1.8,D
7.95561,2.82548,336.8,0.53,0.42,2021-01-01,1324,1,low,2.0NRT,310.5,2.6,D
7.91945,2.56632,335,0.51,0.41,2021-01-01,1324,1,low,2.0NRT,308.4,1.9,D
7.99046,3.01935,334.1,0.55,0.42,2021-01-01,1324,1,low,2.0NRT,309.1,2.8,D
8.59002,7.44364,330.6,0.36,0.58,2021-01-01,1324,1,low,2.0NRT,303.2,1.7,D
8.58966,7.44083,334.3,0.36,0.58,2021-01-01,1324,1,nominal,2.0NRT,303.3,1.7,D
7.45191,-0.75629,332.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,301.1,2.1,D
7.41115,-1.02716,336.7,0.38,0.36,2021-01-01,1324,1,nominal,2.0NRT,300.6,2.4,D
7.69594,0.87159,335.5,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,305.3,1.2,D
8.62279,7.61488,340.2,0.37,0.58,2021-01-01,1324,1,nominal,2.0NRT,307.1,2,D
8.59292,7.38235,331.8,0.36,0.57,2021-01-01,1324,1,low,2.0NRT,304.7,2.3,D
7.69941,0.87111,338.3,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,303.2,2.8,D
7.69717,0.85576,350,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,308.3,8.1,D
8.88818,9.68207,338.9,0.52,0.67,2021-01-01,1324,1,nominal,2.0NRT,309.9,2.6,D
7.88571,2.13845,332.7,0.49,0.4,2021-01-01,1324,1,low,2.0NRT,307.6,1.7,D
7.55336,-0.14508,337.4,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,304.1,3.9,D
7.55284,-0.14864,340.4,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,304.1,7.3,D
7.46865,-0.71245,334.6,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,297.9,2.6,D
8.80307,8.94728,342.8,0.46,0.64,2021-01-01,1324,1,nominal,2.0NRT,302.5,3.1,D
7.70354,0.85092,332.5,0.42,0.38,2021-01-01,1324,1,low,2.0NRT,303,3.9,D
7.70298,0.84712,347.1,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,305.4,3.9,D
7.70243,0.84333,345.8,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,304.3,6.4,D
7.55566,-0.15271,353.4,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,305.1,14,D
8.607,7.36664,342.1,0.36,0.57,2021-01-01,1324,1,nominal,2.0NRT,305.7,4.4,D
7.88184,2.0588,335.2,0.48,0.4,2021-01-01,1324,1,low,2.0NRT,309.6,3.6,D
7.559,-0.15322,339.9,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,303.9,14,D
7.55847,-0.15679,336.8,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,305.6,24.5,D
7.50412,-0.52106,331.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,297.6,2.5,D
7.88614,2.06263,339.5,0.48,0.4,2021-01-01,1324,1,low,2.0NRT,310.4,3.5,D
7.88552,2.05827,338,0.48,0.4,2021-01-01,1324,1,low,2.0NRT,309.6,3.5,D
7.88489,2.0539,335.5,0.48,0.4,2021-01-01,1324,1,low,2.0NRT,308.4,1.8,D
7.72276,0.93404,333.8,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,303.4,2.5,D
7.71831,0.9036,340.9,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,304,3.7,D
7.56182,-0.15729,349.3,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,305.6,30.3,D
7.45276,-0.9306,338.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,304.9,1.7,D
8.84656,9.05447,337.2,0.47,0.64,2021-01-01,1324,1,nominal,2.0NRT,303.3,3,D
8.62736,7.3582,340.2,0.36,0.57,2021-01-01,1324,1,nominal,2.0NRT,305.3,3.9,D
7.79204,1.33528,336.3,0.44,0.39,2021-01-01,1324,1,low,2.0NRT,306.5,3.1,D
7.48172,-0.76077,335.6,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,301.5,2.4,D
7.47858,-0.78167,336.6,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,301.9,1.6,D
6.91512,-4.42094,335.5,0.47,0.39,2021-01-01,1324,1,nominal,2.0NRT,294,3.1,D
8.63224,7.35445,367,0.36,0.57,2021-01-01,1324,1,high,2.0NRT,308.6,6,D
8.63266,7.3577,347,0.36,0.57,2021-01-01,1324,1,nominal,2.0NRT,305.6,6,D
7.79558,1.33478,340.1,0.44,0.39,2021-01-01,1324,1,nominal,2.0NRT,306.1,4.1,D
7.74518,0.99019,330.7,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,302.4,2.5,D
7.73444,0.91697,332.6,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,304,3.5,D
7.71201,0.76429,341,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,313.2,28,D
7.48189,-0.78217,331.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,301.6,1,D
8.7929,8.54309,331.7,0.44,0.62,2021-01-01,1324,1,low,2.0NRT,304.5,1.8,D
7.11372,-3.20634,333,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,301.4,3.3,D
8.65418,7.43915,349.4,0.36,0.58,2021-01-01,1324,1,nominal,2.0NRT,307.4,4,D
8.64324,7.35648,336.5,0.36,0.57,2021-01-01,1324,1,nominal,2.0NRT,305.2,2.8,D
7.56969,-0.24218,343.6,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,310.2,61.5,D
7.56916,-0.24573,339,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,302.8,31.8,D
8.31129,4.87408,331.3,0.48,0.48,2021-01-01,1324,1,low,2.0NRT,301.5,1.9,D
7.76729,1.06795,343.9,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,313,5.6,D
7.75691,0.99738,334.3,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,306.3,2.9,D
7.73356,0.83883,330.1,0.42,0.38,2021-01-01,1324,1,nominal,2.0NRT,304.2,1.6,D
8.78002,8.31087,332.7,0.42,0.61,2021-01-01,1324,1,low,2.0NRT,305.6,3.5,D
8.68952,7.62389,336,0.38,0.58,2021-01-01,1324,1,low,2.0NRT,307.9,1.8,D
8.67362,7.50416,338.5,0.37,0.58,2021-01-01,1324,1,nominal,2.0NRT,306,4.5,D
8.66835,7.46451,338.5,0.37,0.58,2021-01-01,1324,1,nominal,2.0NRT,306.1,2.8,D
8.06367,3.05892,334.3,0.55,0.43,2021-01-01,1324,1,low,2.0NRT,307.7,3.3,D
8.83997,8.63569,338.5,0.44,0.63,2021-01-01,1324,1,nominal,2.0NRT,303.5,1.7,D
7.51454,-0.72293,340.3,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,301.6,1.8,D
8.71288,7.63498,342.8,0.38,0.58,2021-01-01,1324,1,nominal,2.0NRT,307.2,3.2,D
7.9233,2.00868,337.1,0.48,0.4,2021-01-01,1324,1,low,2.0NRT,309.9,5.3,D
7.55633,-0.4678,339.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,302.3,20.4,D
8.67704,7.32854,334,0.36,0.57,2021-01-01,1324,1,nominal,2.0NRT,305.4,2.3,D
7.91811,1.94763,334.7,0.48,0.4,2021-01-01,1324,1,low,2.0NRT,307.8,3.8,D
7.78942,1.07276,339.6,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,314.2,7.7,D
7.55966,-0.4683,330.6,0.39,0.36,2021-01-01,1324,1,low,2.0NRT,303.6,20.4,D
7.53712,-0.6406,339.5,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,299.9,3.9,D
6.92893,-4.59153,335.5,0.47,0.4,2021-01-01,1324,1,nominal,2.0NRT,293.8,2.2,D
7.79351,1.05213,347.3,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,312.9,6.1,D
7.54096,-0.63761,345.6,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,301.6,3.9,D
7.5094,-0.8468,331.3,0.39,0.36,2021-01-01,1324,1,low,2.0NRT,304.1,3,D
7.50887,-0.85027,342.7,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,305.9,3,D
7.94495,2.05417,338.9,0.48,0.4,2021-01-01,1324,1,low,2.0NRT,311.5,4.5,D
7.53917,-0.69451,347.5,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,304.5,26.8,D
6.95574,-4.49177,331.6,0.47,0.4,2021-01-01,1324,1,nominal,2.0NRT,294.7,3.5,D
7.53105,-0.79315,334,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,300.6,3.8,D
7.36528,-1.90957,367,0.39,0.36,2021-01-01,1324,1,high,2.0NRT,306.2,12.7,D
7.7836,0.89896,330.4,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,304.8,1.7,D
7.36582,-1.9061,333.6,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,300,2.1,D
7.36475,-1.91304,348.5,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,305.3,12.7,D
6.95647,-4.49495,336,0.47,0.4,2021-01-01,1324,1,nominal,2.0NRT,295.5,4.1,D
7.67645,0.11573,346.8,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,304.2,15,D
7.67592,0.1121,337,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,298.1,4.4,D
7.67983,0.11523,337.4,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,296,15,D
7.77748,0.75915,334.3,0.42,0.38,2021-01-01,1324,1,low,2.0NRT,305.3,8.1,D
7.57241,-0.63197,331.1,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,299.2,2.3,D
8.84123,8.63638,334.6,0.44,0.63,2021-01-01,1324,1,nominal,2.0NRT,303.1,3,D
8.71572,7.63421,340,0.38,0.58,2021-01-01,1324,1,nominal,2.0NRT,305.8,3.5,D
8.6768,7.32778,333.3,0.36,0.57,2021-01-01,1324,1,nominal,2.0NRT,305.7,2.2,D
7.80266,0.90829,343,0.43,0.38,2021-01-01,1324,1,nominal,2.0NRT,308.7,4,D
7.80669,0.91158,335.5,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,308.1,3.4,D
7.80613,0.90775,333.8,0.43,0.38,2021-01-01,1324,1,low,2.0NRT,307.9,3.4,D
7.72934,0.35785,333,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,298.1,2.6,D
7.72879,0.35406,338.9,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,299.4,2.6,D
7.72825,0.35039,332.8,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,298.9,2.1,D
7.63967,-0.24921,350.6,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,308.2,7.1,D
7.73165,0.3499,337.6,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,300.4,5,D
7.7367,0.36063,334.5,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,300.2,2.7,D
7.64688,-0.24665,331.5,0.39,0.36,2021-01-01,1324,1,low,2.0NRT,303.4,1.5,D
7.98445,2.01887,336.4,0.48,0.4,2021-01-01,1324,1,low,2.0NRT,309.5,5,D
7.567,-0.84878,341.3,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,304.4,10.2,D
8.91965,8.88569,344,0.46,0.64,2021-01-01,1324,1,nominal,2.0NRT,304.9,4.7,D
7.71412,0.11384,335,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,297.4,8.6,D
7.71358,0.1102,343.5,0.4,0.37,2021-01-01,1324,1,nominal,2.0NRT,296.3,8.6,D
7.54467,-1.01941,332.6,0.38,0.36,2021-01-01,1324,1,low,2.0NRT,304.4,1.5,D
7.75438,0.33912,336.5,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,297.8,10.7,D
7.75382,0.3354,354.7,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,304.1,10.7,D
7.75777,0.33861,345.5,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,302.4,5,D
7.75722,0.33489,341.2,0.41,0.37,2021-01-01,1324,1,nominal,2.0NRT,300.7,5,D
8.76808,7.53261,335.9,0.37,0.58,2021-01-01,1324,1,nominal,2.0NRT,304.7,5.1,D
7.62782,-0.57942,335.5,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,303.7,2,D
8.7636,7.41641,337,0.36,0.58,2021-01-01,1324,1,nominal,2.0NRT,302.9,2.8,D
7.63131,-0.60146,346.3,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,303.3,5,D
7.64411,-0.53883,346,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,305.7,4.5,D
7.64359,-0.54234,347.6,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,305.9,4.5,D
6.96677,-4.92039,337.1,0.49,0.4,2021-01-01,1324,1,nominal,2.0NRT,299.9,15.8,D
9.0001,9.09278,332.7,0.48,0.65,2021-01-01,1324,1,nominal,2.0NRT,306.1,1.7,D
8.80123,7.57721,336.9,0.37,0.58,2021-01-01,1324,1,nominal,2.0NRT,307.2,1.8,D
7.64691,-0.54284,345.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,306.1,10.1,D
7.64322,-0.5674,334.3,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,303,5.1,D
7.64269,-0.57091,346.4,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,305.7,5.1,D
8.48262,5.16707,333.7,0.51,0.49,2021-01-01,1324,1,nominal,2.0NRT,300.5,3.3,D
7.6309,-0.69445,334.8,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,303.5,4,D
7.63421,-0.69494,332.9,0.39,0.36,2021-01-01,1324,1,low,2.0NRT,303.5,4,D
7.44429,-1.94667,336.3,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,302.6,9.4,D
7.98653,1.64956,342.4,0.46,0.39,2021-01-01,1324,1,nominal,2.0NRT,308.8,2.7,D
7.69626,-0.30495,338.9,0.39,0.36,2021-01-01,1324,1,nominal,2.0NRT,308.5,4.4,D
8.14134,2.60307,339.3,0.52,0.41,2021-01-01,1324,1,nominal,2.0NRT,306.1,2.8,D
