latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
33.06746,3.32741,306.1,0.69,0.74,2021-01-01,0030,1,nominal,2.0NRT,271.9,1.6,N
29.55373,28.53369,297.5,0.38,0.59,2021-01-01,0030,1,nominal,2.0NRT,281.5,0.7,N
32.93908,3.22854,309.8,0.7,0.75,2021-01-01,0030,1,nominal,2.0NRT,272.3,1.1,N
32.93216,3.22816,298.5,0.7,0.75,2021-01-01,0030,1,nominal,2.0NRT,272.4,1.1,N
32.93938,3.23078,310.2,0.7,0.75,2021-01-01,0030,1,nominal,2.0NRT,272.9,2.3,N
32.93246,3.23044,298.7,0.7,0.75,2021-01-01,0030,1,nominal,2.0NRT,272.5,1.8,N
32.84233,3.23305,296.7,0.69,0.75,2021-01-01,0030,1,nominal,2.0NRT,270.8,0.9,N
32.84237,3.23282,295.3,0.69,0.75,2021-01-01,0030,1,nominal,2.0NRT,271,1.5,N
32.7473,3.17439,306.6,0.7,0.75,2021-01-01,0030,1,nominal,2.0NRT,274.1,3.6,N
32.74706,3.18205,304.5,0.7,0.75,2021-01-01,0030,1,nominal,2.0NRT,272.7,2.7,N
32.74777,3.17639,314.6,0.7,0.75,2021-01-01,0030,1,nominal,2.0NRT,274.2,4,N
30.95664,20.11595,317.6,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,282.2,1.7,N
30.89569,20.08425,331.3,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,283,5.4,N
32.55407,3.16658,298.6,0.7,0.75,2021-01-01,0030,1,nominal,2.0NRT,271.6,1.7,N
31.95639,11.14311,304.1,0.47,0.47,2021-01-01,0030,1,nominal,2.0NRT,275.1,1,N
32.40643,4.00189,311.8,0.62,0.71,2021-01-01,0030,1,nominal,2.0NRT,273.9,1.7,N
32.40193,4.00061,305.5,0.62,0.71,2021-01-01,0030,1,nominal,2.0NRT,273.3,1.9,N
30.41004,19.59761,340.2,0.4,0.37,2021-01-01,0030,1,nominal,2.0NRT,288.5,10,N
30.4067,19.59685,343.9,0.4,0.37,2021-01-01,0030,1,nominal,2.0NRT,286,10,N
30.40392,19.61328,323.3,0.4,0.37,2021-01-01,0030,1,nominal,2.0NRT,283,1.4,N
30.40462,19.60918,313.2,0.4,0.37,2021-01-01,0030,1,nominal,2.0NRT,281.1,1.4,N
31.70745,9.24186,317.1,0.6,0.53,2021-01-01,0030,1,nominal,2.0NRT,272.8,2.1,N
31.80111,6.05508,298.4,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,265.8,0.4,N
31.78873,6.06396,301.6,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,272.8,1.8,N
31.39126,10.60577,299.3,0.49,0.49,2021-01-01,0030,1,nominal,2.0NRT,265.9,1,N
31.71936,6.16004,300.3,0.46,0.63,2021-01-01,0030,1,nominal,2.0NRT,271,1,N
31.70777,5.96037,367,0.47,0.64,2021-01-01,0030,1,high,2.0NRT,279.8,21.1,N
31.70747,5.96542,301.3,0.47,0.64,2021-01-01,0030,1,nominal,2.0NRT,272.9,10.7,N
31.68829,6.18668,312.1,0.45,0.63,2021-01-01,0030,1,nominal,2.0NRT,270.9,1.2,N
31.6868,5.80553,354,0.48,0.65,2021-01-01,0030,1,nominal,2.0NRT,270.4,5.9,N
31.66706,6.04696,324.7,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,272.9,3.7,N
31.66677,6.0519,348.6,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,274.6,5.9,N
31.66648,6.05683,356.3,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,278.4,5.9,N
31.6606,6.05614,304.1,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,270.1,5.9,N
31.64655,5.99021,333.9,0.47,0.64,2021-01-01,0030,1,nominal,2.0NRT,274.2,3,N
31.66841,6.0495,322.7,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,274.4,3.6,N
31.66809,6.05444,317.2,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,274.8,4.9,N
31.66222,6.05372,367,0.46,0.64,2021-01-01,0030,1,high,2.0NRT,270.8,4.9,N
31.66253,6.04883,316.2,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,269.5,3.6,N
31.6619,6.05866,317.3,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,272.1,4.9,N
31.64858,5.98787,327.6,0.47,0.64,2021-01-01,0030,1,nominal,2.0NRT,273.4,3.5,N
31.64826,5.99288,305.3,0.47,0.64,2021-01-01,0030,1,nominal,2.0NRT,275.4,2.7,N
31.62659,6.0552,318.3,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,270,2.3,N
31.62628,6.06012,295.3,0.46,0.64,2021-01-01,0030,1,nominal,2.0NRT,271.2,2,N
31.59125,5.95226,330.8,0.47,0.64,2021-01-01,0030,1,nominal,2.0NRT,270.3,10.9,N
31.59096,5.9572,352.9,0.47,0.64,2021-01-01,0030,1,nominal,2.0NRT,276.9,14.7,N
31.39589,6.93858,322.8,0.41,0.6,2021-01-01,0030,1,nominal,2.0NRT,272.3,2.3,N
31.39646,6.92987,309.7,0.41,0.6,2021-01-01,0030,1,nominal,2.0NRT,272.4,1,N
31.39791,6.92898,309.1,0.41,0.6,2021-01-01,0030,1,nominal,2.0NRT,271.2,1.2,N
31.39759,6.93332,297,0.41,0.6,2021-01-01,0030,1,nominal,2.0NRT,271.9,1.2,N
31.39728,6.93767,301.8,0.41,0.6,2021-01-01,0030,1,nominal,2.0NRT,270.7,1.1,N
31.39696,6.94202,303.6,0.41,0.6,2021-01-01,0030,1,nominal,2.0NRT,271.4,1.1,N
31.23411,8.56028,297.8,0.32,0.55,2021-01-01,0030,1,nominal,2.0NRT,273.6,0.8,N
31.23382,8.5637,297.8,0.32,0.55,2021-01-01,0030,1,nominal,2.0NRT,272.2,1,N
29.71344,19.71428,331.9,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,282,4,N
27.17035,31.01066,302.9,0.61,0.71,2021-01-01,0030,1,nominal,2.0NRT,281.9,2.6,N
27.16859,31.01397,308.1,0.61,0.71,2021-01-01,0030,1,nominal,2.0NRT,284,2.2,N
31.05965,8.03237,320.6,0.35,0.57,2021-01-01,0030,1,nominal,2.0NRT,272.1,1.9,N
31.05443,8.03181,338.3,0.35,0.57,2021-01-01,0030,1,nominal,2.0NRT,271.1,1.9,N
29.25365,21.54591,328.8,0.48,0.4,2021-01-01,0030,1,nominal,2.0NRT,286.6,5.9,N
31.01816,8.16009,351.1,0.34,0.56,2021-01-01,0030,1,nominal,2.0NRT,272.2,4.6,N
31.01788,8.16368,300.4,0.34,0.56,2021-01-01,0030,1,nominal,2.0NRT,272,3.9,N
29.21643,21.64334,329.5,0.48,0.4,2021-01-01,0030,1,nominal,2.0NRT,281.4,2.9,N
31.01216,8.1701,299.4,0.34,0.56,2021-01-01,0030,1,nominal,2.0NRT,274.6,1,N
29.23019,21.55027,300.5,0.48,0.4,2021-01-01,0030,1,nominal,2.0NRT,279.8,1,N
29.57092,19.62264,297.3,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,279.6,0.3,N
29.19231,21.42842,311,0.47,0.4,2021-01-01,0030,1,nominal,2.0NRT,280.4,1.1,N
28.83999,22.64309,301.3,0.55,0.42,2021-01-01,0030,1,nominal,2.0NRT,276.8,0.9,N
30.97886,5.75881,332.3,0.48,0.64,2021-01-01,0030,1,nominal,2.0NRT,273.5,2.7,N
28.78628,22.45772,314.8,0.54,0.42,2021-01-01,0030,1,nominal,2.0NRT,280.3,1.3,N
28.83496,22.12179,300.5,0.51,0.41,2021-01-01,0030,1,nominal,2.0NRT,278.4,1.5,N
29.05763,20.78625,326.2,0.45,0.39,2021-01-01,0030,1,nominal,2.0NRT,283.6,3.9,N
29.03929,20.78664,338.7,0.45,0.39,2021-01-01,0030,1,nominal,2.0NRT,282.2,5.9,N
29.2334,19.69763,311.1,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,278.1,0.9,N
29.23003,19.69687,332.6,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,282.6,17.3,N
28.69919,22.37414,295.8,0.53,0.42,2021-01-01,0030,1,nominal,2.0NRT,278.9,0.6,N
28.696,22.3768,325.8,0.53,0.42,2021-01-01,0030,1,nominal,2.0NRT,278.7,2.4,N
28.87192,21.22037,329,0.47,0.4,2021-01-01,0030,1,nominal,2.0NRT,281.5,2.5,N
28.91118,20.96737,328.2,0.46,0.39,2021-01-01,0030,1,nominal,2.0NRT,281.5,4.3,N
28.90665,20.95193,328.3,0.46,0.39,2021-01-01,0030,1,nominal,2.0NRT,284.3,16.2,N
28.9058,20.95651,304.5,0.46,0.39,2021-01-01,0030,1,nominal,2.0NRT,284.1,16.2,N
28.71131,21.45391,313.3,0.48,0.4,2021-01-01,0030,1,nominal,2.0NRT,280.8,1.9,N
28.71313,21.38379,326.5,0.48,0.4,2021-01-01,0030,1,nominal,2.0NRT,282.4,4.1,N
29.07292,19.06258,328.8,0.4,0.37,2021-01-01,0030,1,nominal,2.0NRT,289.9,4.3,N
29.0736,19.05855,300.6,0.4,0.37,2021-01-01,0030,1,nominal,2.0NRT,278.8,4.3,N
29.07224,19.06661,306.1,0.4,0.37,2021-01-01,0030,1,nominal,2.0NRT,279.2,0.6,N
28.91056,19.76769,340.8,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,273.3,5.3,N
28.90982,19.77195,314.4,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,268.5,1.9,N
28.90908,19.77616,313.8,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,270.1,1.9,N
28.52733,20.79076,296,0.45,0.39,2021-01-01,0030,1,nominal,2.0NRT,281.1,0.8,N
27.9875,22.32597,325.2,0.54,0.42,2021-01-01,0030,1,nominal,2.0NRT,281.6,5.3,N
27.98856,22.32056,319.5,0.54,0.42,2021-01-01,0030,1,nominal,2.0NRT,279.4,3.9,N
28.16052,21.2251,316.2,0.48,0.4,2021-01-01,0030,1,nominal,2.0NRT,279.3,1.6,N
28.1608,21.22291,299.3,0.48,0.4,2021-01-01,0030,1,nominal,2.0NRT,279.2,0.8,N
27.81288,22.43008,311.1,0.55,0.43,2021-01-01,0030,1,nominal,2.0NRT,278,2.2,N
27.81179,22.43556,313.1,0.55,0.43,2021-01-01,0030,1,nominal,2.0NRT,279.3,2.2,N
27.81535,22.43456,309.3,0.55,0.43,2021-01-01,0030,1,nominal,2.0NRT,278.5,2.1,N
27.81149,22.43359,313.7,0.55,0.43,2021-01-01,0030,1,nominal,2.0NRT,278.3,2.1,N
28.21069,19.91387,319.9,0.42,0.38,2021-01-01,0030,1,nominal,2.0NRT,279.7,1.4,N
27.64781,22.503,315.1,0.56,0.43,2021-01-01,0030,1,nominal,2.0NRT,279.4,2.6,N
27.6483,22.47978,326.9,0.56,0.43,2021-01-01,0030,1,nominal,2.0NRT,282.3,5.3,N
27.64393,22.50204,330.6,0.56,0.43,2021-01-01,0030,1,nominal,2.0NRT,280.3,4.2,N
27.64721,22.48535,297,0.56,0.43,2021-01-01,0030,1,nominal,2.0NRT,279.3,3.8,N
28.05683,19.90958,316.7,0.43,0.38,2021-01-01,0030,1,nominal,2.0NRT,278,1.8,N
28.05608,19.91388,317.1,0.43,0.38,2021-01-01,0030,1,nominal,2.0NRT,281.7,1.8,N
27.58181,22.40322,330.4,0.56,0.43,2021-01-01,0030,1,nominal,2.0NRT,281,6,N
27.57323,22.34328,298.9,0.55,0.43,2021-01-01,0030,1,nominal,2.0NRT,278,1,N
28.1041,19.25223,302.2,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,279.3,0.7,N
27.98591,19.90699,325.6,0.43,0.38,2021-01-01,0030,1,nominal,2.0NRT,280.1,2.1,N
28.10073,19.25149,300.6,0.41,0.37,2021-01-01,0030,1,nominal,2.0NRT,279,0.7,N
27.98667,19.90273,313.3,0.43,0.38,2021-01-01,0030,1,nominal,2.0NRT,279.9,2.1,N
27.59499,21.61901,297.7,0.51,0.41,2021-01-01,0030,1,nominal,2.0NRT,280.4,0.9,N
29.26944,6.48865,303,0.41,0.61,2021-01-01,0030,1,nominal,2.0NRT,275.4,0.9,N
28.89299,9.95334,302.4,0.5,0.49,2021-01-01,0030,1,nominal,2.0NRT,274.1,1.3,N
28.86398,9.92316,307.7,0.51,0.49,2021-01-01,0030,1,nominal,2.0NRT,273.7,1,N
28.85091,9.91622,303.3,0.51,0.49,2021-01-01,0030,1,nominal,2.0NRT,273.4,1.3,N
28.73829,9.78812,352.4,0.51,0.5,2021-01-01,0030,1,nominal,2.0NRT,287.1,30.5,N
28.76171,8.98127,300,0.57,0.52,2021-01-01,0030,1,nominal,2.0NRT,270.2,1,N
28.7259,9.00113,318,0.57,0.52,2021-01-01,0030,1,nominal,2.0NRT,277.4,3.1,N
28.71309,9.03481,311.4,0.57,0.52,2021-01-01,0030,1,nominal,2.0NRT,275.1,2.1,N
28.6412,9.78465,297.4,0.51,0.5,2021-01-01,0030,1,nominal,2.0NRT,275.9,1.4,N
28.63664,9.78406,317.1,0.51,0.5,2021-01-01,0030,1,nominal,2.0NRT,277.2,1.4,N
28.70264,8.93774,305.6,0.58,0.52,2021-01-01,0030,1,nominal,2.0NRT,275.8,1.8,N
28.53008,9.12366,308.8,0.56,0.51,2021-01-01,0030,1,nominal,2.0NRT,276.2,1.6,N
28.46923,9.05564,297.8,0.56,0.52,2021-01-01,0030,1,nominal,2.0NRT,275.3,1.1,N
28.46448,9.05498,301.9,0.56,0.52,2021-01-01,0030,1,nominal,2.0NRT,275.4,1.1,N
28.45229,9.13547,317.2,0.56,0.51,2021-01-01,0030,1,nominal,2.0NRT,276.4,2.1,N
28.46863,9.05407,316.8,0.56,0.52,2021-01-01,0030,1,nominal,2.0NRT,275.8,1.5,N
28.45113,9.13379,324.2,0.56,0.51,2021-01-01,0030,1,nominal,2.0NRT,276.6,2.9,N
27.92747,9.25146,301.4,0.54,0.51,2021-01-01,0030,1,nominal,2.0NRT,274.3,0.9,N
-28.73685,148.79108,367,0.39,0.59,2021-01-01,0306,1,high,2.0NRT,301.7,8.5,D
-28.73611,148.79283,367,0.39,0.59,2021-01-01,0306,1,high,2.0NRT,300.8,4.5,D
-28.73643,148.78883,338.7,0.39,0.59,2021-01-01,0306,1,nominal,2.0NRT,301.5,4.5,D
-28.33103,151.8941,341.6,0.49,0.49,2021-01-01,0306,1,nominal,2.0NRT,294.5,5.3,D
-28.32653,151.89349,348,0.49,0.49,2021-01-01,0306,1,nominal,2.0NRT,299,10.8,D
-26.5727,148.00914,338.1,0.41,0.61,2021-01-01,0306,1,nominal,2.0NRT,301.8,3.8,D
-26.49128,148.3922,330.9,0.39,0.59,2021-01-01,0306,1,nominal,2.0NRT,295.1,2.4,D
-26.07878,152.11063,328.1,0.45,0.47,2021-01-01,0306,1,nominal,2.0NRT,293,6,D
-26.07397,152.11446,342.1,0.45,0.47,2021-01-01,0306,1,nominal,2.0NRT,294.1,7.5,D
-26.07447,152.11,345,0.45,0.47,2021-01-01,0306,1,nominal,2.0NRT,294.8,6,D
-25.02414,152.15726,336.5,0.43,0.46,2021-01-01,0306,1,nominal,2.0NRT,294.4,7.8,D
-2.43592,150.29655,333.7,0.45,0.39,2021-01-01,0312,1,nominal,2.0NRT,293.7,8.3,D
-4.68341,123.03185,325.9,0.4,0.45,2021-01-01,0454,1,nominal,2.0NRT,280.4,1.4,D
-4.35426,122.75171,338.4,0.42,0.45,2021-01-01,0454,1,nominal,2.0NRT,286.6,6.5,D
-3.99025,122.10252,325.3,0.46,0.47,2021-01-01,0454,1,nominal,2.0NRT,290.2,4.2,D
-2.58065,121.37992,336.2,0.49,0.48,2021-01-01,0454,1,nominal,2.0NRT,270.5,9,D
-2.58126,121.37571,338.3,0.49,0.48,2021-01-01,0454,1,nominal,2.0NRT,275.6,25.1,D
-2.57621,121.3794,325.2,0.49,0.48,2021-01-01,0454,1,nominal,2.0NRT,275.8,9,D
-2.58157,121.37747,349.9,0.49,0.48,2021-01-01,0454,1,nominal,2.0NRT,274.6,34.6,D
-1.20647,122.91956,325.8,0.55,0.43,2021-01-01,0454,1,nominal,2.0NRT,292,2.7,D
1.49255,127.63544,340.3,0.39,0.36,2021-01-01,0454,1,nominal,2.0NRT,305.1,25.7,D
1.49534,127.6315,329.7,0.39,0.36,2021-01-01,0454,1,nominal,2.0NRT,296.3,5.1,D
4.70609,114.44579,327.1,0.56,0.69,2021-01-01,0454,1,nominal,2.0NRT,279.7,4.5,D
9.5067,122.74615,331.2,0.43,0.38,2021-01-01,0454,1,nominal,2.0NRT,295.8,4.9,D
9.84634,122.87471,333.4,0.42,0.38,2021-01-01,0454,1,nominal,2.0NRT,296.5,8.5,D
12.10283,121.3776,337.8,0.46,0.39,2021-01-01,0454,1,nominal,2.0NRT,286.3,4.4,D
12.10215,121.37342,338.3,0.46,0.39,2021-01-01,0454,1,nominal,2.0NRT,289.1,4.4,D
-28.67714,121.84925,335.3,0.48,0.65,2021-01-01,0448,1,low,2.0NRT,309.1,5.9,D
-28.66642,121.82848,367,0.48,0.65,2021-01-01,0448,1,high,2.0NRT,314.3,10.9,D
-28.66609,121.83342,354,0.48,0.65,2021-01-01,0448,1,nominal,2.0NRT,314,14,D
-28.66674,121.82355,350,0.48,0.65,2021-01-01,0448,1,nominal,2.0NRT,311.2,10.9,D
-28.29879,122.26193,347.8,0.45,0.63,2021-01-01,0448,1,nominal,2.0NRT,319.3,16.8,D
-28.29262,122.26607,367,0.45,0.63,2021-01-01,0448,1,high,2.0NRT,323.2,16.8,D
-28.29358,122.2521,367,0.45,0.63,2021-01-01,0448,1,high,2.0NRT,318.9,22.1,D
-28.29199,122.27536,345.4,0.45,0.63,2021-01-01,0448,1,low,2.0NRT,319.4,13.6,D
-28.2923,122.27073,348.4,0.45,0.63,2021-01-01,0448,1,nominal,2.0NRT,319.4,13.6,D
-28.29294,122.2614,353.6,0.45,0.63,2021-01-01,0448,1,nominal,2.0NRT,318.8,16.8,D
-27.40968,118.93135,345,0.71,0.75,2021-01-01,0448,1,nominal,2.0NRT,313,15.8,D
-17.70842,122.71753,345.5,0.32,0.55,2021-01-01,0448,1,nominal,2.0NRT,301.9,2.8,D
67.27599,83.21,334.9,0.45,0.47,2021-01-01,0512,1,nominal,2.0NRT,237.3,4.1,N
67.28181,83.03405,338.6,0.45,0.47,2021-01-01,0512,1,nominal,2.0NRT,246.1,12.4,N
66.66308,80.4528,329.5,0.54,0.51,2021-01-01,0512,1,nominal,2.0NRT,243.1,15.4,N
67.59634,83.24743,335.3,0.43,0.46,2021-01-01,0512,1,nominal,2.0NRT,242.5,16.9,N
66.28316,78.75668,335.5,0.61,0.53,2021-01-01,0512,1,nominal,2.0NRT,243.4,9.9,N
66.27935,78.74669,328.1,0.61,0.53,2021-01-01,0512,1,nominal,2.0NRT,244.2,9.9,N
66.28675,78.74818,320.3,0.61,0.53,2021-01-01,0512,1,nominal,2.0NRT,241.5,3.2,N
65.90757,77.24217,367,0.34,0.56,2021-01-01,0512,1,high,2.0NRT,246.1,12.6,N
69.37315,88.12327,324.3,0.46,0.39,2021-01-01,0512,1,nominal,2.0NRT,245.7,35.7,N
66.20722,77.24303,324.6,0.33,0.55,2021-01-01,0512,1,nominal,2.0NRT,235.3,1.6,N
68.41293,83.62421,327.7,0.39,0.44,2021-01-01,0512,1,nominal,2.0NRT,248.5,7.6,N
66.21085,77.23405,367,0.33,0.55,2021-01-01,0512,1,high,2.0NRT,239.5,11.8,N
67.70911,81.26089,330.9,0.47,0.47,2021-01-01,0512,1,nominal,2.0NRT,241.3,7.1,N
67.70965,81.24479,321.2,0.47,0.47,2021-01-01,0512,1,nominal,2.0NRT,240.2,2.5,N
67.70755,81.2702,335.9,0.47,0.47,2021-01-01,0512,1,nominal,2.0NRT,239.9,4.4,N
67.71143,81.24669,328.3,0.47,0.47,2021-01-01,0512,1,nominal,2.0NRT,240.2,3.9,N
66.47472,76.98354,345.5,0.32,0.55,2021-01-01,0512,1,nominal,2.0NRT,233.9,5.3,N
66.47265,76.97841,345.8,0.32,0.55,2021-01-01,0512,1,nominal,2.0NRT,239.7,5.6,N
66.52442,77.03582,340.1,0.32,0.55,2021-01-01,0512,1,nominal,2.0NRT,242.1,3.2,N
67.30189,79.0625,345.4,0.54,0.51,2021-01-01,0512,1,nominal,2.0NRT,248.9,14.9,N
67.29856,79.05333,338.7,0.54,0.51,2021-01-01,0512,1,nominal,2.0NRT,240.9,9.1,N
66.50912,76.90756,367,0.32,0.55,2021-01-01,0512,1,high,2.0NRT,255.6,38.3,N
66.68203,77.30878,332.2,0.62,0.54,2021-01-01,0512,1,nominal,2.0NRT,244.9,15.6,N
67.01501,76.18788,336.9,0.63,0.54,2021-01-01,0512,1,nominal,2.0NRT,238.8,7.6,N
67.01793,76.19202,322.2,0.63,0.54,2021-01-01,0512,1,nominal,2.0NRT,234,5.7,N
68.52477,79.95508,346,0.45,0.47,2021-01-01,0512,1,nominal,2.0NRT,245.4,5.2,N
66.88601,75.4924,351,0.33,0.55,2021-01-01,0512,1,nominal,2.0NRT,240.1,4.3,N
66.8886,75.48418,346.5,0.33,0.55,2021-01-01,0512,1,nominal,2.0NRT,238.9,4.8,N
66.95395,75.5519,342.1,0.33,0.55,2021-01-01,0512,1,nominal,2.0NRT,233.7,4.1,N
66.95181,75.54671,330.5,0.33,0.55,2021-01-01,0512,1,nominal,2.0NRT,238.4,3.9,N
67.78639,77.00478,323,0.55,0.51,2021-01-01,0512,1,nominal,2.0NRT,243.1,5.3,N
67.8175,76.16584,335.3,0.57,0.52,2021-01-01,0512,1,nominal,2.0NRT,238.9,5.4,N
66.17294,71.06752,328.5,0.43,0.62,2021-01-01,0512,1,nominal,2.0NRT,233.6,2.7,N
66.19865,71.00018,343,0.43,0.62,2021-01-01,0512,1,nominal,2.0NRT,234.2,5,N
66.19561,70.99403,341.7,0.43,0.62,2021-01-01,0512,1,nominal,2.0NRT,241,5,N
67.80203,72.51888,345.5,0.33,0.55,2021-01-01,0512,1,nominal,2.0NRT,246.2,4.3,N
67.82885,72.43627,320.3,0.33,0.55,2021-01-01,0512,1,nominal,2.0NRT,237.8,0.7,N
67.83012,72.42632,332.9,0.33,0.55,2021-01-01,0512,1,nominal,2.0NRT,244,3.2,N
67.83663,58.93439,323.3,0.52,0.67,2021-01-01,0518,1,nominal,2.0NRT,244.5,3.4,N
68.61623,57.96254,334.6,0.48,0.65,2021-01-01,0518,1,nominal,2.0NRT,248.2,4.5,N
68.61513,57.96588,347.2,0.48,0.65,2021-01-01,0518,1,nominal,2.0NRT,249.3,5,N
69.26554,57.28835,331.5,0.44,0.62,2021-01-01,0518,1,nominal,2.0NRT,260.9,2.4,N
70.68975,23.60326,300.6,0.48,0.64,2021-01-01,0518,1,nominal,2.0NRT,266.9,1.2,N
70.68789,23.6095,296.6,0.48,0.64,2021-01-01,0518,1,nominal,2.0NRT,269,0.7,N
47.58599,-65.12543,323.8,0.34,0.56,2021-01-01,0530,1,nominal,2.0NRT,263.7,2.6,N
47.58477,-65.12365,322.9,0.34,0.56,2021-01-01,0530,1,nominal,2.0NRT,264.1,2.2,N
45.28154,-66.01427,295.3,0.36,0.57,2021-01-01,0530,1,nominal,2.0NRT,275.4,0.9,N
13.33308,-61.18687,303.4,0.4,0.37,2021-01-01,0542,1,nominal,2.0NRT,287.8,0.9,N
11.63484,-70.23669,339,0.55,0.51,2021-01-01,0542,1,nominal,2.0NRT,291.8,8.2,N
11.62947,-70.23216,321.6,0.55,0.51,2021-01-01,0542,1,nominal,2.0NRT,290.5,4.5,N
11.62411,-70.22778,339.8,0.55,0.51,2021-01-01,0542,1,nominal,2.0NRT,291.9,23.2,N
11.62345,-70.22272,327.6,0.55,0.51,2021-01-01,0542,1,nominal,2.0NRT,291.4,23.2,N
10.18313,-61.69236,300,0.4,0.37,2021-01-01,0542,1,nominal,2.0NRT,281.7,0.7,N
10.18036,-61.69654,314.2,0.4,0.37,2021-01-01,0542,1,nominal,2.0NRT,283.1,1,N
10.17977,-61.69292,310.2,0.4,0.37,2021-01-01,0542,1,nominal,2.0NRT,285.6,1,N
9.97878,-63.18096,334.3,0.38,0.36,2021-01-01,0542,1,nominal,2.0NRT,289.5,3,N
9.97548,-63.18149,300,0.38,0.36,2021-01-01,0542,1,nominal,2.0NRT,282.4,0.7,N
11.14075,-72.58504,303.6,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,288.6,1.2,N
11.13943,-72.57416,310.6,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289.3,1.6,N
11.13899,-72.57053,309.9,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289.6,1.6,N
9.85445,-63.33917,297.6,0.38,0.36,2021-01-01,0542,1,nominal,2.0NRT,283.2,0.3,N
11.13527,-72.58574,305.6,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,288.9,1.8,N
11.13483,-72.58212,302.4,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289,1.4,N
11.13439,-72.5785,310.6,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289.6,1.4,N
11.13395,-72.57487,310.6,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289.1,1.5,N
11.12978,-72.58643,313,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289.2,1.8,N
11.12934,-72.58279,310.4,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289.7,1.4,N
10.06228,-64.87478,296.6,0.41,0.37,2021-01-01,0542,1,nominal,2.0NRT,281.6,0.9,N
10.06171,-64.8711,295.7,0.41,0.37,2021-01-01,0542,1,nominal,2.0NRT,277.7,1.1,N
10.05889,-64.87529,304.6,0.41,0.37,2021-01-01,0542,1,nominal,2.0NRT,281.8,0.9,N
10.05832,-64.87159,318.6,0.41,0.37,2021-01-01,0542,1,nominal,2.0NRT,281.6,1.1,N
10.05776,-64.8679,302.4,0.4,0.37,2021-01-01,0542,1,nominal,2.0NRT,279.7,1.1,N
11.13949,-72.58203,305.8,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289,2.3,N
11.13855,-72.57478,308.3,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289.1,1.7,N
11.13809,-72.57115,314.8,0.39,0.59,2021-01-01,0542,1,nominal,2.0NRT,289.9,1.7,N
11.13447,-72.58634,317.9,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289.2,3.5,N
11.13354,-72.57909,306,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289.2,2.3,N
11.13307,-72.57547,311.7,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289.2,1.7,N
11.12852,-72.58339,311.3,0.39,0.6,2021-01-01,0542,1,nominal,2.0NRT,289,2,N
9.77859,-63.2698,302.1,0.38,0.36,2021-01-01,0542,1,nominal,2.0NRT,289.2,1.2,N
9.7753,-63.27032,330.5,0.38,0.36,2021-01-01,0542,1,nominal,2.0NRT,287.2,1.2,N
9.77475,-63.26685,302.7,0.38,0.36,2021-01-01,0542,1,nominal,2.0NRT,287.9,1.2,N
10.48561,-68.11835,317.6,0.39,0.44,2021-01-01,0542,1,nominal,2.0NRT,292.3,2,N
9.73613,-63.47594,306.4,0.38,0.36,2021-01-01,0542,1,nominal,2.0NRT,285.6,0.6,N
9.73065,-63.46257,300,0.38,0.36,2021-01-01,0542,1,nominal,2.0NRT,286,0.7,N
9.7301,-63.4591,295.4,0.38,0.36,2021-01-01,0542,1,nominal,2.0NRT,284.6,0.7,N
9.65799,-63.5596,301.5,0.38,0.36,2021-01-01,0542,1,nominal,2.0NRT,285.8,0.6,N
